State FIPS Code,County FIPS Code,Postal Code,Name,"Poverty Estimate, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, All Ages",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-17",90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 5-17 in Families",90% CI Lower Bound,90% CI Upper Bound,Median Household Income,90% CI Lower Bound,90% CI Upper Bound,"Poverty Estimate, Age 0-4",90% CI Lower Bound,90% CI Upper Bound,"Poverty Percent, Age 0-4",90% CI Lower Bound,90% CI Upper Bound
26,67,MI,Ionia County,"7,100","5,759","8,441",11.5,9.3,13.7,"2,169","1,681","2,657",15.2,11.8,18.6,"1,529","1,168","1,890",14.4,11,17.8,"64,641","60,110","69,172",.,.,.,.,.,.
26,69,MI,Iosco County,"3,615","2,897","4,333",14.5,11.6,17.4,"1,040",728,"1,352",24.5,17.1,31.9,744,503,985,24.7,16.7,32.7,"47,401","43,082","51,720",.,.,.,.,.,.
26,71,MI,Iron County,"1,750","1,404","2,096",15.4,12.4,18.4,515,379,651,25.8,19,32.6,351,247,455,23.3,16.4,30.2,"48,920","44,249","53,591",.,.,.,.,.,.
26,73,MI,Isabella County,"10,971","9,538","12,404",18.1,15.7,20.5,"1,828","1,333","2,323",16.2,11.8,20.6,"1,260",871,"1,649",15.1,10.4,19.8,"47,999","45,567","50,431",.,.,.,.,.,.
26,75,MI,Jackson County,"18,075","15,077","21,073",11.9,9.9,13.9,"5,938","4,588","7,288",17.8,13.8,21.8,"3,910","2,901","4,919",15.8,11.7,19.9,"58,637","55,751","61,523",.,.,.,.,.,.
26,77,MI,Kalamazoo County,"35,688","31,664","39,712",14.1,12.5,15.7,"8,030","6,138","9,922",14.6,11.2,18,"5,840","4,357","7,323",14.5,10.8,18.2,"62,476","59,714","65,238",.,.,.,.,.,.
26,79,MI,Kalkaska County,"1,941","1,522","2,360",10.9,8.6,13.2,675,474,876,18.7,13.1,24.3,479,325,633,17.6,11.9,23.3,"57,920","53,229","62,611",.,.,.,.,.,.
26,81,MI,Kent County,"64,334","57,657","71,011",9.9,8.9,10.9,"19,532","16,467","22,597",12.7,10.7,14.7,"13,621","11,172","16,070",12.1,9.9,14.3,"71,933","70,047","73,819",.,.,.,.,.,.
26,83,MI,Keweenaw County,225,172,278,10.7,8.2,13.2,54,38,70,16.1,11.4,20.8,38,26,50,15,10.2,19.8,"50,729","44,759","56,699",.,.,.,.,.,.
26,85,MI,Lake County,"2,279","1,836","2,722",18.7,15.1,22.3,627,448,806,32,22.9,41.1,454,315,593,31.6,21.9,41.3,"40,382","36,539","44,225",.,.,.,.,.,.
26,87,MI,Lapeer County,"8,081","6,790","9,372",9.3,7.8,10.8,"1,969","1,389","2,549",11.3,8,14.6,"1,420",973,"1,867",10.6,7.3,13.9,"71,306","67,202","75,410",.,.,.,.,.,.
26,89,MI,Leelanau County,"1,499","1,164","1,834",6.7,5.2,8.2,396,296,496,11.4,8.5,14.3,279,201,357,10.9,7.9,13.9,"86,406","81,124","91,688",.,.,.,.,.,.
26,91,MI,Lenawee County,"10,508","8,931","12,085",11.1,9.4,12.8,"3,091","2,447","3,735",15.4,12.2,18.6,"2,162","1,660","2,664",14.5,11.1,17.9,"62,050","57,562","66,538",.,.,.,.,.,.
26,93,MI,Livingston County,"10,009","8,280","11,738",5.2,4.3,6.1,"2,249","1,650","2,848",5.7,4.2,7.2,"1,590","1,120","2,060",5.3,3.7,6.9,"92,357","88,084","96,630",.,.,.,.,.,.
26,95,MI,Luce County,821,632,"1,010",18.6,14.3,22.9,230,163,297,26.7,18.9,34.5,164,112,216,26.5,18.2,34.8,"47,959","42,818","53,100",.,.,.,.,.,.
26,97,MI,Mackinac County,"1,258",977,"1,539",11.6,9,14.2,346,246,446,20.4,14.5,26.3,250,169,331,20.5,13.9,27.1,"53,028","48,172","57,884",.,.,.,.,.,.
26,99,MI,Macomb County,"100,776","93,152","108,400",11.6,10.7,12.5,"29,733","26,196","33,270",16.5,14.5,18.5,"20,679","17,945","23,413",15.4,13.4,17.4,"67,646","65,769","69,523",.,.,.,.,.,.
26,101,MI,Manistee County,"3,139","2,472","3,806",13,10.2,15.8,884,637,"1,131",21.1,15.2,27,603,411,795,19.4,13.2,25.6,"54,422","49,708","59,136",.,.,.,.,.,.
26,103,MI,Marquette County,"8,283","7,033","9,533",13.3,11.3,15.3,"1,629","1,209","2,049",14.1,10.4,17.8,"1,098",766,"1,430",12.8,8.9,16.7,"56,179","51,784","60,574",.,.,.,.,.,.
26,105,MI,Mason County,"4,010","3,257","4,763",13.8,11.2,16.4,"1,240",914,"1,566",21.4,15.8,27,851,602,"1,100",19.6,13.9,25.3,"55,536","50,904","60,168",.,.,.,.,.,.
26,107,MI,Mecosta County,"6,535","5,523","7,547",17.6,14.9,20.3,"1,394",999,"1,789",19.3,13.8,24.8,957,653,"1,261",18.3,12.5,24.1,"52,481","46,670","58,292",.,.,.,.,.,.
26,109,MI,Menominee County,"2,440","1,863","3,017",10.6,8.1,13.1,681,476,886,16.8,11.8,21.8,496,332,660,16,10.7,21.3,"57,421","52,211","62,631",.,.,.,.,.,.
26,111,MI,Midland County,"8,731","7,247","10,215",10.6,8.8,12.4,"2,294","1,732","2,856",13.2,10,16.4,"1,622","1,183","2,061",12.7,9.3,16.1,"68,054","64,840","71,268",.,.,.,.,.,.
26,113,MI,Missaukee County,"1,773","1,384","2,162",11.8,9.2,14.4,565,400,730,17.1,12.1,22.1,407,279,535,16.4,11.2,21.6,"51,151","45,904","56,398",.,.,.,.,.,.
26,115,MI,Monroe County,"14,570","12,381","16,759",9.5,8.1,10.9,"4,003","2,970","5,036",12.4,9.2,15.6,"2,783","1,981","3,585",11.4,8.1,14.7,"66,179","63,506","68,852",.,.,.,.,.,.
26,117,MI,Montcalm County,"8,458","6,818","10,098",13.2,10.6,15.8,"2,572","1,875","3,269",17.9,13.1,22.7,"1,778","1,233","2,323",16.6,11.5,21.7,"55,735","52,010","59,460",.,.,.,.,.,.
26,119,MI,Montmorency County,"1,555","1,270","1,840",16.9,13.8,20,396,288,504,28.5,20.7,36.3,284,199,369,28.3,19.8,36.8,"44,500","39,354","49,646",.,.,.,.,.,.
26,121,MI,Muskegon County,"24,759","21,319","28,199",14.4,12.4,16.4,"7,550","5,928","9,172",19.1,15,23.2,"5,273","3,868","6,678",18.1,13.3,22.9,"55,410","53,029","57,791",.,.,.,.,.,.
26,123,MI,Newaygo County,"7,206","6,085","8,327",14.5,12.2,16.8,"2,154","1,641","2,667",19.8,15.1,24.5,"1,474","1,068","1,880",18.1,13.1,23.1,"57,840","54,095","61,585",.,.,.,.,.,.
26,125,MI,Oakland County,"98,665","88,738","108,592",7.8,7,8.6,"22,059","18,114","26,004",8.6,7.1,10.1,"14,862","11,867","17,857",7.8,6.2,9.4,"86,597","84,910","88,284",.,.,.,.,.,.
26,127,MI,Oceana County,"3,829","3,158","4,500",14.4,11.9,16.9,"1,186",864,"1,508",20.9,15.2,26.6,859,606,"1,112",19.8,14,25.6,"56,533","51,473","61,593",.,.,.,.,.,.
26,129,MI,Ogemaw County,"3,555","2,922","4,188",17.4,14.3,20.5,980,734,"1,226",26.6,19.9,33.3,687,493,881,25,17.9,32.1,"45,186","41,319","49,053",.,.,.,.,.,.
26,131,MI,Ontonagon County,680,509,851,11.7,8.8,14.6,147,104,190,20.5,14.5,26.5,103,70,136,18.2,12.4,24,"46,824","41,402","52,246",.,.,.,.,.,.
26,133,MI,Osceola County,"2,942","2,361","3,523",12.9,10.3,15.5,931,657,"1,205",19,13.4,24.6,666,451,881,18.4,12.5,24.3,"52,272","48,380","56,164",.,.,.,.,.,.
26,135,MI,Oscoda County,"1,345","1,042","1,648",16.3,12.6,20,427,302,552,26.9,19,34.8,301,203,399,25.6,17.3,33.9,"42,620","39,012","46,228",.,.,.,.,.,.
26,137,MI,Otsego County,"2,529","1,997","3,061",10.1,8,12.2,770,546,994,15,10.6,19.4,538,364,712,13.9,9.4,18.4,"59,538","53,301","65,775",.,.,.,.,.,.
26,139,MI,Ottawa County,"21,846","18,535","25,157",7.5,6.4,8.6,"4,478","3,322","5,634",6.5,4.8,8.2,"3,231","2,325","4,137",6.2,4.5,7.9,"79,402","75,869","82,935",.,.,.,.,.,.
26,141,MI,Presque Isle County,"1,745","1,419","2,071",13.5,11,16,446,335,557,23.1,17.3,28.9,319,234,404,21.7,15.9,27.5,"56,119","53,141","59,097",.,.,.,.,.,.
26,143,MI,Roscommon County,"4,157","3,445","4,869",17.8,14.8,20.8,"1,096",840,"1,352",31.9,24.4,39.4,799,607,991,30.9,23.5,38.3,"50,822","47,695","53,949",.,.,.,.,.,.
26,145,MI,Saginaw County,"38,006","34,532","41,480",20.7,18.8,22.6,"12,124","10,580","13,668",30.3,26.4,34.2,"8,308","7,097","9,519",28.2,24.1,32.3,"50,992","48,315","53,669",.,.,.,.,.,.
26,147,MI,St. Clair County,"17,579","15,035","20,123",11.1,9.5,12.7,"5,381","4,310","6,452",16.7,13.4,20,"3,746","2,916","4,576",15.4,12,18.8,"61,466","58,428","64,504",.,.,.,.,.,.
26,149,MI,St. Joseph County,"7,422","5,964","8,880",12.4,10,14.8,"2,515","1,863","3,167",17.3,12.8,21.8,"1,769","1,252","2,286",16.5,11.7,21.3,"58,400","53,842","62,958",.,.,.,.,.,.
26,151,MI,Sanilac County,"5,805","4,843","6,767",14.5,12.1,16.9,"1,824","1,403","2,245",21.6,16.6,26.6,"1,326","1,014","1,638",20.6,15.7,25.5,"49,541","46,283","52,799",.,.,.,.,.,.
26,153,MI,Schoolcraft County,"1,103",871,"1,335",13.9,11,16.8,329,243,415,23.9,17.7,30.1,241,177,305,23.7,17.4,30,"49,735","45,073","54,397",.,.,.,.,.,.
26,155,MI,Shiawassee County,"7,248","6,043","8,453",10.8,9,12.6,"1,976","1,463","2,489",14.3,10.6,18,"1,227",813,"1,641",11.9,7.9,15.9,"53,197","50,232","56,162",.,.,.,.,.,.
26,157,MI,Tuscola County,"6,758","5,703","7,813",13,11,15,"1,952","1,502","2,402",19,14.6,23.4,"1,461","1,135","1,787",19.1,14.8,23.4,"52,365","49,574","55,156",.,.,.,.,.,.
26,159,MI,Van Buren County,"9,968","8,352","11,584",13.3,11.1,15.5,"2,981","2,221","3,741",17.4,13,21.8,"2,018","1,427","2,609",15.8,11.2,20.4,"59,240","55,837","62,643",.,.,.,.,.,.
26,161,MI,Washtenaw County,"43,132","38,938","47,326",12.4,11.2,13.6,"7,527","6,015","9,039",11.2,8.9,13.5,"5,285","4,120","6,450",10.5,8.2,12.8,"77,359","74,079","80,639",.,.,.,.,.,.
26,163,MI,Wayne County,"344,903","328,589","361,217",19.6,18.7,20.5,"118,052","110,206","125,898",28.5,26.6,30.4,"82,398","76,322","88,474",27.2,25.2,29.2,"52,644","51,260","54,028",.,.,.,.,.,.
26,165,MI,Wexford County,"5,097","4,380","5,814",15.2,13.1,17.3,"1,653","1,318","1,988",21.6,17.2,26,"1,070",792,"1,348",18.9,14,23.8,"53,711","49,171","58,251",.,.,.,.,.,.
27,0,MN,Minnesota,"519,437","507,482","531,392",9.3,9.1,9.5,"138,759","131,831","145,687",10.8,10.3,11.3,"96,265","90,339","102,191",10.1,9.5,10.7,"77,712","76,812","78,612","36,651","33,066","40,236",11.1,10,12.2
27,1,MN,Aitkin County,"1,703","1,383","2,023",10.9,8.9,12.9,423,289,557,16.8,11.4,22.2,296,195,397,15.2,10,20.4,"56,471","52,590","60,352",.,.,.,.,.,.
27,3,MN,Anoka County,"24,537","21,220","27,854",6.8,5.9,7.7,"7,317","5,827","8,807",8.6,6.9,10.3,"5,295","4,115","6,475",8.3,6.4,10.2,"88,416","86,250","90,582",.,.,.,.,.,.
27,5,MN,Becker County,"3,929","3,285","4,573",11.3,9.4,13.2,"1,258",942,"1,574",15.2,11.4,19,827,570,"1,084",13.3,9.2,17.4,"67,261","63,930","70,592",.,.,.,.,.,.
27,7,MN,Beltrami County,"6,816","5,426","8,206",15.3,12.2,18.4,"2,389","1,739","3,039",21,15.3,26.7,"1,696","1,199","2,193",20.5,14.5,26.5,"60,386","54,937","65,835",.,.,.,.,.,.
27,9,MN,Benton County,"3,547","2,831","4,263",8.7,6.9,10.5,988,691,"1,285",9.6,6.7,12.5,671,445,897,8.9,5.9,11.9,"67,048","61,570","72,526",.,.,.,.,.,.
27,11,MN,Big Stone County,642,516,768,12.8,10.3,15.3,187,140,234,16.6,12.4,20.8,126,89,163,15.5,11,20,"55,635","49,277","61,993",.,.,.,.,.,.
27,13,MN,Blue Earth County,"8,653","7,420","9,886",13.2,11.3,15.1,"1,635","1,218","2,052",12.1,9,15.2,"1,101",776,"1,426",11.1,7.8,14.4,"68,620","64,925","72,315",.,.,.,.,.,.
27,15,MN,Brown County,"2,274","1,866","2,682",9.2,7.6,10.8,611,464,758,10.9,8.3,13.5,410,298,522,9.8,7.1,12.5,"63,708","59,132","68,284",.,.,.,.,.,.
27,17,MN,Carlton County,"3,605","2,950","4,260",10.4,8.5,12.3,961,755,"1,167",12.2,9.6,14.8,601,437,765,10.1,7.3,12.9,"68,442","62,948","73,936",.,.,.,.,.,.
27,19,MN,Carver County,"4,979","4,063","5,895",4.6,3.7,5.5,"1,134",837,"1,431",4.1,3,5.2,788,568,"1,008",3.7,2.7,4.7,"106,582","98,973","114,191",.,.,.,.,.,.
27,21,MN,Cass County,"3,566","2,896","4,236",11.7,9.5,13.9,"1,159",815,"1,503",18.7,13.2,24.2,768,502,"1,034",16.5,10.8,22.2,"57,928","54,491","61,365",.,.,.,.,.,.
27,23,MN,Chippewa County,"1,290","1,038","1,542",10.6,8.5,12.7,429,317,541,14.3,10.6,18,299,215,383,13.4,9.7,17.1,"58,611","52,795","64,427",.,.,.,.,.,.
27,25,MN,Chisago County,"3,659","2,914","4,404",6.5,5.2,7.8,987,732,"1,242",7.8,5.8,9.8,610,414,806,6.5,4.4,8.6,"85,080","79,254","90,906",.,.,.,.,.,.
27,27,MN,Clay County,"8,064","6,673","9,455",12.9,10.7,15.1,"2,201","1,634","2,768",13.6,10.1,17.1,"1,545","1,105","1,985",13.2,9.4,17,"67,970","62,780","73,160",.,.,.,.,.,.
27,29,MN,Clearwater County,"1,185",976,"1,394",14,11.5,16.5,401,300,502,18.6,13.9,23.3,263,187,339,16.3,11.6,21,"60,235","54,993","65,477",.,.,.,.,.,.
27,31,MN,Cook County,540,418,662,9.7,7.5,11.9,138,100,176,16.9,12.2,21.6,93,65,121,15,10.5,19.5,"62,528","58,233","66,823",.,.,.,.,.,.
27,33,MN,Cottonwood County,"1,364","1,097","1,631",12,9.6,14.4,460,334,586,15.7,11.4,20,315,222,408,14.4,10.2,18.6,"58,801","52,052","65,550",.,.,.,.,.,.
27,35,MN,Crow Wing County,"7,114","5,952","8,276",10.7,9,12.4,"1,907","1,445","2,369",13.8,10.5,17.1,"1,336",998,"1,674",12.8,9.6,16,"64,008","60,218","67,798",.,.,.,.,.,.
27,37,MN,Dakota County,"22,043","18,796","25,290",5,4.3,5.7,"5,848","4,160","7,536",5.6,4,7.2,"4,042","2,756","5,328",5.2,3.6,6.8,"93,850","91,713","95,987",.,.,.,.,.,.
27,39,MN,Dodge County,"1,240",961,"1,519",6,4.7,7.3,358,250,466,6.9,4.8,9,246,165,327,6.2,4.1,8.3,"84,385","80,334","88,436",.,.,.,.,.,.
27,41,MN,Douglas County,"3,580","2,970","4,190",9.2,7.6,10.8,778,562,994,9.3,6.7,11.9,542,376,708,8.9,6.2,11.6,"67,370","61,043","73,697",.,.,.,.,.,.
27,43,MN,Faribault County,"1,540","1,237","1,843",11.4,9.2,13.6,485,357,613,16.4,12.1,20.7,323,225,421,14.5,10.1,18.9,"55,696","50,289","61,103",.,.,.,.,.,.
27,45,MN,Fillmore County,"2,574","2,220","2,928",12.3,10.6,14,923,755,"1,091",17.8,14.5,21.1,633,504,762,16.2,12.9,19.5,"67,804","63,675","71,933",.,.,.,.,.,.
27,47,MN,Freeborn County,"3,074","2,451","3,697",10.2,8.1,12.3,924,656,"1,192",14,9.9,18.1,637,435,839,12.9,8.8,17,"62,770","58,353","67,187",.,.,.,.,.,.
27,49,MN,Goodhue County,"3,771","3,092","4,450",8,6.6,9.4,899,648,"1,150",8.7,6.3,11.1,602,407,797,7.9,5.3,10.5,"74,974","68,702","81,246",.,.,.,.,.,.
27,51,MN,Grant County,608,472,744,10,7.8,12.2,183,130,236,13.2,9.4,17,126,86,166,11.9,8.2,15.6,"61,901","55,673","68,129",.,.,.,.,.,.
27,53,MN,Hennepin County,"124,666","116,361","132,971",10,9.3,10.7,"28,108","23,272","32,944",10.4,8.6,12.2,"20,281","16,588","23,974",10.3,8.4,12.2,"84,220","82,206","86,234",.,.,.,.,.,.
27,55,MN,Houston County,"1,373","1,065","1,681",7.4,5.7,9.1,352,249,455,8.7,6.1,11.3,238,160,316,7.9,5.3,10.5,"70,325","63,372","77,278",.,.,.,.,.,.
27,57,MN,Hubbard County,"2,202","1,744","2,660",10.2,8.1,12.3,664,463,865,14.7,10.3,19.1,461,300,622,13.5,8.8,18.2,"65,557","59,659","71,455",.,.,.,.,.,.
27,59,MN,Isanti County,"3,516","2,952","4,080",8.5,7.1,9.9,892,668,"1,116",9.4,7,11.8,634,461,807,8.9,6.5,11.3,"74,481","67,560","81,402",.,.,.,.,.,.
27,61,MN,Itasca County,"5,390","4,492","6,288",12.2,10.2,14.2,"1,323",975,"1,671",14.9,11,18.8,854,576,"1,132",12.8,8.6,17,"59,138","54,028","64,248",.,.,.,.,.,.
27,63,MN,Jackson County,"1,012",823,"1,201",10.3,8.4,12.2,271,194,348,12.8,9.2,16.4,186,125,247,11.9,8,15.8,"64,052","57,667","70,437",.,.,.,.,.,.
27,65,MN,Kanabec County,"2,027","1,708","2,346",12.7,10.7,14.7,568,434,702,16.7,12.8,20.6,401,298,504,16,11.9,20.1,"57,937","52,835","63,039",.,.,.,.,.,.
27,67,MN,Kandiyohi County,"5,345","4,556","6,134",12.4,10.6,14.2,"1,619","1,231","2,007",15.5,11.8,19.2,"1,127",826,"1,428",14.8,10.9,18.7,"66,030","60,593","71,467",.,.,.,.,.,.
27,69,MN,Kittson County,395,308,482,9.8,7.7,11.9,113,80,146,12.1,8.5,15.7,79,54,104,11.1,7.5,14.7,"60,785","53,629","67,941",.,.,.,.,.,.
27,71,MN,Koochiching County,"1,597","1,232","1,962",13.6,10.5,16.7,389,278,500,18.9,13.5,24.3,274,188,360,17.5,12,23,"59,299","53,516","65,082",.,.,.,.,.,.
27,73,MN,Lac qui Parle County,639,501,777,9.8,7.7,11.9,181,128,234,12.9,9.1,16.7,129,88,170,12.3,8.3,16.3,"62,182","55,552","68,812",.,.,.,.,.,.
27,75,MN,Lake County,953,745,"1,161",8.8,6.9,10.7,235,169,301,11.4,8.2,14.6,159,111,207,10.3,7.2,13.4,"68,725","61,600","75,850",.,.,.,.,.,.
27,77,MN,Lake of the Woods County,391,300,482,10.4,8,12.8,104,73,135,14.3,10.1,18.5,73,49,97,13.9,9.4,18.4,"62,357","54,910","69,804",.,.,.,.,.,.
27,79,MN,Le Sueur County,"1,925","1,536","2,314",6.7,5.3,8.1,504,353,655,7.6,5.3,9.9,358,239,477,7.1,4.7,9.5,"82,936","78,915","86,957",.,.,.,.,.,.
27,81,MN,Lincoln County,482,372,592,8.8,6.8,10.8,150,106,194,11.7,8.3,15.1,104,70,138,11,7.4,14.6,"60,199","53,823","66,575",.,.,.,.,.,.
27,83,MN,Lyon County,"2,555","2,065","3,045",10.4,8.4,12.4,755,540,970,11.7,8.4,15,490,321,659,10.4,6.8,14,"66,692","60,302","73,082",.,.,.,.,.,.
27,85,MN,McLeod County,"2,725","2,223","3,227",7.5,6.1,8.9,699,505,893,8.7,6.3,11.1,484,334,634,8,5.5,10.5,"67,835","61,021","74,649",.,.,.,.,.,.
27,87,MN,Mahnomen County,997,817,"1,177",18.7,15.3,22.1,498,372,624,29.7,22.2,37.2,361,265,457,29.4,21.6,37.2,"52,486","48,807","56,165",.,.,.,.,.,.
27,89,MN,Marshall County,828,642,"1,014",9.3,7.2,11.4,232,167,297,11.3,8.1,14.5,157,107,207,10.4,7.1,13.7,"66,165","59,072","73,258",.,.,.,.,.,.
27,91,MN,Martin County,"2,117","1,671","2,563",10.8,8.5,13.1,657,455,859,14.9,10.3,19.5,453,294,612,13.9,9,18.8,"57,521","51,815","63,227",.,.,.,.,.,.
27,93,MN,Meeker County,"1,991","1,614","2,368",8.6,7,10.2,523,376,670,9.5,6.8,12.2,356,243,469,8.6,5.9,11.3,"66,785","62,823","70,747",.,.,.,.,.,.
27,95,MN,Mille Lacs County,"2,869","2,339","3,399",10.9,8.9,12.9,948,705,"1,191",15.7,11.7,19.7,638,447,829,14.2,9.9,18.5,"66,546","61,551","71,541",.,.,.,.,.,.
27,97,MN,Morrison County,"3,398","2,795","4,001",10.1,8.3,11.9,913,656,"1,170",11.8,8.5,15.1,623,425,821,10.6,7.2,14,"63,671","58,540","68,802",.,.,.,.,.,.
27,99,MN,Mower County,"4,590","3,849","5,331",11.6,9.7,13.5,"1,435","1,099","1,771",14.4,11,17.8,999,732,"1,266",13.6,10,17.2,"60,831","55,254","66,408",.,.,.,.,.,.
27,101,MN,Murray County,698,535,861,8.7,6.7,10.7,217,152,282,12.5,8.8,16.2,152,103,201,11.8,8,15.6,"72,302","69,257","75,347",.,.,.,.,.,.
27,103,MN,Nicollet County,"3,141","2,560","3,722",9.8,8,11.6,754,554,954,10.1,7.4,12.8,520,371,669,9.2,6.6,11.8,"73,386","66,870","79,902",.,.,.,.,.,.
27,105,MN,Nobles County,"2,460","1,963","2,957",11.4,9.1,13.7,816,596,"1,036",13.4,9.8,17,565,397,733,13.4,9.4,17.4,"58,596","53,296","63,896",.,.,.,.,.,.
27,107,MN,Norman County,744,580,908,11.9,9.3,14.5,261,186,336,17.3,12.3,22.3,179,122,236,15.8,10.7,20.9,"60,560","55,134","65,986",.,.,.,.,.,.
27,109,MN,Olmsted County,"12,458","10,532","14,384",7.7,6.5,8.9,"3,344","2,461","4,227",8.5,6.2,10.8,"2,290","1,605","2,975",8,5.6,10.4,"83,656","79,279","88,033",.,.,.,.,.,.
27,111,MN,Otter Tail County,"5,630","4,577","6,683",9.5,7.7,11.3,"1,523","1,091","1,955",11.8,8.4,15.2,"1,054",719,"1,389",10.9,7.4,14.4,"63,741","59,267","68,215",.,.,.,.,.,.
27,113,MN,Pennington County,"1,347","1,055","1,639",10,7.8,12.2,373,277,469,12.4,9.2,15.6,263,189,337,11.8,8.5,15.1,"64,778","58,052","71,504",.,.,.,.,.,.
27,115,MN,Pine County,"3,031","2,459","3,603",10.9,8.8,13,826,589,"1,063",15,10.7,19.3,570,387,753,13.7,9.3,18.1,"62,206","57,613","66,799",.,.,.,.,.,.
27,117,MN,Pipestone County,965,758,"1,172",10.6,8.3,12.9,360,262,458,14.8,10.8,18.8,237,162,312,13.4,9.1,17.7,"58,379","53,568","63,190",.,.,.,.,.,.
27,119,MN,Polk County,"3,658","3,037","4,279",12.3,10.2,14.4,"1,124",826,"1,422",15.1,11.1,19.1,753,535,971,13.8,9.8,17.8,"61,629","55,429","67,829",.,.,.,.,.,.
27,121,MN,Pope County,970,763,"1,177",8.6,6.8,10.4,259,185,333,10.6,7.6,13.6,182,124,240,10,6.8,13.2,"70,662","66,922","74,402",.,.,.,.,.,.
27,123,MN,Ramsey County,"68,409","61,312","75,506",13,11.7,14.3,"22,240","18,633","25,847",18,15.1,20.9,"15,669","12,820","18,518",17.5,14.3,20.7,"70,485","68,257","72,713",.,.,.,.,.,.
27,125,MN,Red Lake County,353,269,437,9.1,6.9,11.3,101,71,131,10.8,7.5,14.1,70,47,93,10,6.7,13.3,"57,208","52,250","62,166",.,.,.,.,.,.
27,127,MN,Redwood County,"1,410","1,136","1,684",9.4,7.6,11.2,444,317,571,11.7,8.4,15,313,216,410,11.2,7.7,14.7,"61,480","55,925","67,035",.,.,.,.,.,.
27,129,MN,Renville County,"1,514","1,211","1,817",10.6,8.5,12.7,492,368,616,14.7,11,18.4,349,256,442,14.2,10.4,18,"63,768","60,776","66,760",.,.,.,.,.,.
27,131,MN,Rice County,"5,661","4,566","6,756",9.4,7.6,11.2,"1,529","1,154","1,904",10.9,8.2,13.6,"1,128",857,"1,399",10.8,8.2,13.4,"71,490","65,100","77,880",.,.,.,.,.,.
27,133,MN,Rock County,913,737,"1,089",9.7,7.8,11.6,267,194,340,11.4,8.3,14.5,188,133,243,10.3,7.3,13.3,"67,389","59,865","74,913",.,.,.,.,.,.
27,135,MN,Roseau County,"1,487","1,255","1,719",9.9,8.4,11.4,386,280,492,10.9,7.9,13.9,264,181,347,9.7,6.7,12.7,"69,341","63,654","75,028",.,.,.,.,.,.
27,137,MN,St. Louis County,"26,441","23,708","29,174",13.8,12.4,15.2,"5,022","3,809","6,235",13.8,10.5,17.1,"3,286","2,418","4,154",12.2,9,15.4,"64,321","61,255","67,387",.,.,.,.,.,.
27,139,MN,Scott County,"7,034","5,584","8,484",4.6,3.6,5.6,"2,260","1,658","2,862",5.7,4.2,7.2,"1,519","1,052","1,986",5,3.5,6.5,"108,730","101,378","116,082",.,.,.,.,.,.
27,141,MN,Sherburne County,"5,756","4,521","6,991",6,4.7,7.3,"1,690","1,234","2,146",6.7,4.9,8.5,"1,142",792,"1,492",6.1,4.2,8,"92,205","85,959","98,451",.,.,.,.,.,.
27,143,MN,Sibley County,"1,322","1,057","1,587",9,7.2,10.8,338,241,435,10.2,7.3,13.1,232,158,306,9.5,6.5,12.5,"73,913","68,379","79,447",.,.,.,.,.,.
27,145,MN,Stearns County,"20,682","18,293","23,071",13.5,11.9,15.1,"5,490","4,483","6,497",15,12.3,17.7,"3,333","2,506","4,160",12.6,9.5,15.7,"67,213","62,206","72,220",.,.,.,.,.,.
27,147,MN,Steele County,"3,345","2,712","3,978",9.1,7.4,10.8,"1,088",823,"1,353",12.1,9.2,15,772,570,974,11.1,8.2,14,"70,093","63,444","76,742",.,.,.,.,.,.
27,149,MN,Stevens County,"1,051",860,"1,242",11.9,9.7,14.1,201,147,255,9.6,7,12.2,131,92,170,8.7,6.1,11.3,"64,585","57,514","71,656",.,.,.,.,.,.
27,151,MN,Swift County,"1,035",828,"1,242",10.8,8.6,13,302,214,390,13.6,9.7,17.5,204,140,268,12.6,8.6,16.6,"59,516","52,932","66,100",.,.,.,.,.,.
27,153,MN,Todd County,"3,262","2,678","3,846",13.1,10.8,15.4,"1,051",806,"1,296",17.8,13.7,21.9,734,544,924,16.8,12.4,21.2,"58,012","52,426","63,598",.,.,.,.,.,.
27,155,MN,Traverse County,402,301,503,12.6,9.4,15.8,150,106,194,22.3,15.8,28.8,105,71,139,21.3,14.4,28.2,"60,270","53,174","67,366",.,.,.,.,.,.
27,157,MN,Wabasha County,"1,573","1,257","1,889",7.4,5.9,8.9,391,276,506,8.4,5.9,10.9,274,187,361,7.9,5.4,10.4,"68,843","64,289","73,397",.,.,.,.,.,.
27,159,MN,Wadena County,"1,748","1,364","2,132",12.7,9.9,15.5,615,437,793,16.7,11.9,21.5,408,269,547,15.3,10.1,20.5,"55,215","49,979","60,451",.,.,.,.,.,.
27,161,MN,Waseca County,"1,597","1,231","1,963",8.8,6.8,10.8,472,330,614,11,7.7,14.3,321,210,432,9.9,6.5,13.3,"69,110","64,458","73,762",.,.,.,.,.,.
